Date,Game,Boxscore Link
"Friday, May 5, 2023",Texas Rangers (5) @ Los Angeles Angels (3),https://www.baseball-reference.com/teams/TEX/2023.shtml
"Friday, May 5, 2023",Washington Nationals (3) @ Arizona D'Backs (9),https://www.baseball-reference.com/teams/WSN/2023.shtml
"Friday, May 5, 2023",Baltimore Orioles (4) @ Atlanta Braves (4),https://www.baseball-reference.com/teams/BAL/2023.shtml
"Friday, May 5, 2023",Miami Marlins (4) @ Chicago Cubs (5),https://www.baseball-reference.com/teams/MIA/2023.shtml
"Friday, May 5, 2023",Chicago White Sox (2) @ Cincinnati Reds (2),https://www.baseball-reference.com/teams/CHW/2023.shtml
"Friday, May 5, 2023",Minnesota Twins (12) @ Cleveland Guardians (12),https://www.baseball-reference.com/teams/MIN/2023.shtml
"Friday, May 5, 2023",Oakland Athletics (1) @ Kansas City Royals (1),https://www.baseball-reference.com/teams/OAK/2023.shtml
"Friday, May 5, 2023",Colorado Rockies (1) @ New York Mets (5),https://www.baseball-reference.com/teams/COL/2023.shtml
"Friday, May 5, 2023",Boston Red Sox (4) @ Philadelphia Phillies (4),https://www.baseball-reference.com/teams/BOS/2023.shtml
"Friday, May 5, 2023",Toronto Blue Jays (5) @ Pittsburgh Pirates (5),https://www.baseball-reference.com/teams/TOR/2023.shtml
"Friday, May 5, 2023",Los Angeles Dodgers (5) @ San Diego Padres (6),https://www.baseball-reference.com/teams/LAD/2023.shtml
"Friday, May 5, 2023",Houston Astros (6) @ Seattle Mariners (6),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Friday, May 5, 2023",Milwaukee Brewers (6) @ San Francisco Giants (5),https://www.baseball-reference.com/teams/MIL/2023.shtml
"Friday, May 5, 2023",Detroit Tigers (5) @ St. Louis Cardinals (5),https://www.baseball-reference.com/teams/DET/2023.shtml
"Friday, May 5, 2023",New York Yankees (5) @ Tampa Bay Rays (10),https://www.baseball-reference.com/teams/NYY/2023.shtml
"Saturday, May 6, 2023",Texas Rangers (8) @ Los Angeles Angels (8),https://www.baseball-reference.com/teams/TEX/2023.shtml
"Saturday, May 6, 2023",Washington Nationals (8) @ Arizona D'Backs (5),https://www.baseball-reference.com/teams/WSN/2023.shtml
"Saturday, May 6, 2023",Baltimore Orioles (5) @ Atlanta Braves (4),https://www.baseball-reference.com/teams/BAL/2023.shtml
"Saturday, May 6, 2023",Miami Marlins (4) @ Chicago Cubs (5),https://www.baseball-reference.com/teams/MIA/2023.shtml
"Saturday, May 6, 2023",Chicago White Sox (5) @ Cincinnati Reds (4),https://www.baseball-reference.com/teams/CHW/2023.shtml
"Saturday, May 6, 2023",Minnesota Twins (4) @ Cleveland Guardians (5),https://www.baseball-reference.com/teams/MIN/2023.shtml
"Saturday, May 6, 2023",Oakland Athletics (5) @ Kansas City Royals (5),https://www.baseball-reference.com/teams/OAK/2023.shtml
"Saturday, May 6, 2023",Colorado Rockies (7) @ New York Mets (7),https://www.baseball-reference.com/teams/COL/2023.shtml
"Saturday, May 6, 2023",Boston Red Sox (8) @ Philadelphia Phillies (8),https://www.baseball-reference.com/teams/BOS/2023.shtml
"Saturday, May 6, 2023",Toronto Blue Jays (2) @ Pittsburgh Pirates (2),https://www.baseball-reference.com/teams/TOR/2023.shtml
"Saturday, May 6, 2023",Los Angeles Dodgers (7) @ San Diego Padres (7),https://www.baseball-reference.com/teams/LAD/2023.shtml
"Saturday, May 6, 2023",Houston Astros (7) @ Seattle Mariners (4),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Saturday, May 6, 2023",Milwaukee Brewers (4) @ San Francisco Giants (6),https://www.baseball-reference.com/teams/MIL/2023.shtml
"Saturday, May 6, 2023",Detroit Tigers (3) @ St. Louis Cardinals (3),https://www.baseball-reference.com/teams/DET/2023.shtml
"Saturday, May 6, 2023",New York Yankees (16) @ Tampa Bay Rays (16),https://www.baseball-reference.com/teams/NYY/2023.shtml
"Sunday, May 7, 2023",Texas Rangers (9) @ Los Angeles Angels (9),https://www.baseball-reference.com/teams/TEX/2023.shtml
"Sunday, May 7, 2023",Washington Nationals (3) @ Arizona D'Backs (3),https://www.baseball-reference.com/teams/WSN/2023.shtml
"Sunday, May 7, 2023",Baltimore Orioles (3) @ Atlanta Braves (5),https://www.baseball-reference.com/teams/BAL/2023.shtml
"Sunday, May 7, 2023",Miami Marlins (17) @ Chicago Cubs (17),https://www.baseball-reference.com/teams/MIA/2023.shtml
"Sunday, May 7, 2023",Chicago White Sox (2) @ Cincinnati Reds (2),https://www.baseball-reference.com/teams/CHW/2023.shtml
"Sunday, May 7, 2023",Minnesota Twins (2) @ Cleveland Guardians (5),https://www.baseball-reference.com/teams/MIN/2023.shtml
"Sunday, May 7, 2023",Oakland Athletics (5) @ Kansas City Royals (13),https://www.baseball-reference.com/teams/OAK/2023.shtml
"Sunday, May 7, 2023",Colorado Rockies (6) @ New York Mets (6),https://www.baseball-reference.com/teams/COL/2023.shtml
"Sunday, May 7, 2023",Boston Red Sox (6) @ Philadelphia Phillies (10),https://www.baseball-reference.com/teams/BOS/2023.shtml
"Sunday, May 7, 2023",Toronto Blue Jays (5) @ Pittsburgh Pirates (5),https://www.baseball-reference.com/teams/TOR/2023.shtml
"Sunday, May 7, 2023",Los Angeles Dodgers (3) @ San Diego Padres (3),https://www.baseball-reference.com/teams/LAD/2023.shtml
"Sunday, May 7, 2023",Houston Astros (3) @ Seattle Mariners (7),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Sunday, May 7, 2023",Milwaukee Brewers (12) @ San Francisco Giants (12),https://www.baseball-reference.com/teams/MIL/2023.shtml
"Sunday, May 7, 2023",Detroit Tigers (12) @ St. Louis Cardinals (8),https://www.baseball-reference.com/teams/DET/2023.shtml
"Sunday, May 7, 2023",New York Yankees (8) @ Tampa Bay Rays (6),https://www.baseball-reference.com/teams/NYY/2023.shtml
"Monday, May 8, 2023",Houston Astros (6) @ Los Angeles Angels (5),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Monday, May 8, 2023",Miami Marlins (5) @ Arizona D'Backs (3),https://www.baseball-reference.com/teams/MIA/2023.shtml
"Monday, May 8, 2023",Tampa Bay Rays (3) @ Baltimore Orioles (3),https://www.baseball-reference.com/teams/TBR/2023.shtml
"Monday, May 8, 2023",St. Louis Cardinals (6) @ Chicago Cubs (6),https://www.baseball-reference.com/teams/STL/2023.shtml
"Monday, May 8, 2023",Detroit Tigers (12) @ Cleveland Guardians (12),https://www.baseball-reference.com/teams/DET/2023.shtml
"Monday, May 8, 2023",Chicago White Sox (12) @ Kansas City Royals (9),https://www.baseball-reference.com/teams/CHW/2023.shtml
"Monday, May 8, 2023",Los Angeles Dodgers (9) @ Milwaukee Brewers (7),https://www.baseball-reference.com/teams/LAD/2023.shtml
"Monday, May 8, 2023",Oakland Athletics (7) @ New York Yankees (2),https://www.baseball-reference.com/teams/OAK/2023.shtml
"Monday, May 8, 2023",Colorado Rockies (2) @ Pittsburgh Pirates (2),https://www.baseball-reference.com/teams/COL/2023.shtml
"Monday, May 8, 2023",Texas Rangers (5) @ Seattle Mariners (5),https://www.baseball-reference.com/teams/TEX/2023.shtml
"Monday, May 8, 2023",Washington Nationals (3) @ San Francisco Giants (3),https://www.baseball-reference.com/teams/WSN/2023.shtml
"Tuesday, May 9, 2023",Houston Astros (6) @ Los Angeles Angels (6),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Tuesday, May 9, 2023",Miami Marlins (9) @ Arizona D'Backs (9),https://www.baseball-reference.com/teams/MIA/2023.shtml
"Tuesday, May 9, 2023",Boston Red Sox (9) @ Atlanta Braves (4),https://www.baseball-reference.com/teams/BOS/2023.shtml
"Tuesday, May 9, 2023",Tampa Bay Rays (4) @ Baltimore Orioles (6),https://www.baseball-reference.com/teams/TBR/2023.shtml
"Tuesday, May 9, 2023",St. Louis Cardinals (7) @ Chicago Cubs (7),https://www.baseball-reference.com/teams/STL/2023.shtml
"Tuesday, May 9, 2023",New York Mets (7) @ Cincinnati Reds (2),https://www.baseball-reference.com/teams/NYM/2023.shtml
"Tuesday, May 9, 2023",Detroit Tigers (2) @ Cleveland Guardians (4),https://www.baseball-reference.com/teams/DET/2023.shtml
"Tuesday, May 9, 2023",Chicago White Sox (6) @ Kansas City Royals (6),https://www.baseball-reference.com/teams/CHW/2023.shtml
"Tuesday, May 9, 2023",Los Angeles Dodgers (6) @ Milwaukee Brewers (6),https://www.baseball-reference.com/teams/LAD/2023.shtml
"Tuesday, May 9, 2023",San Diego Padres (10) @ Minnesota Twins (10),https://www.baseball-reference.com/teams/SDP/2023.shtml
"Tuesday, May 9, 2023",Oakland Athletics (10) @ New York Yankees (8),https://www.baseball-reference.com/teams/OAK/2023.shtml
"Tuesday, May 9, 2023",Toronto Blue Jays (8) @ Philadelphia Phillies (10),https://www.baseball-reference.com/teams/TOR/2023.shtml
"Tuesday, May 9, 2023",Colorado Rockies (5) @ Pittsburgh Pirates (5),https://www.baseball-reference.com/teams/COL/2023.shtml
"Tuesday, May 9, 2023",Texas Rangers (5) @ Seattle Mariners (4),https://www.baseball-reference.com/teams/TEX/2023.shtml
"Tuesday, May 9, 2023",Washington Nationals (4) @ San Francisco Giants (5),https://www.baseball-reference.com/teams/WSN/2023.shtml
"Wednesday, May 10, 2023",Houston Astros (5) @ Los Angeles Angels (5),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Wednesday, May 10, 2023",Miami Marlins (5) @ Arizona D'Backs (5),https://www.baseball-reference.com/teams/MIA/2023.shtml
"Wednesday, May 10, 2023",Boston Red Sox (2) @ Atlanta Braves (2),https://www.baseball-reference.com/teams/BOS/2023.shtml
"Wednesday, May 10, 2023",Tampa Bay Rays (2) @ Baltimore Orioles (10),https://www.baseball-reference.com/teams/TBR/2023.shtml
"Wednesday, May 10, 2023",St. Louis Cardinals (10) @ Chicago Cubs (2),https://www.baseball-reference.com/teams/STL/2023.shtml
"Wednesday, May 10, 2023",New York Mets (5) @ Cincinnati Reds (5),https://www.baseball-reference.com/teams/NYM/2023.shtml
"Wednesday, May 10, 2023",Detroit Tigers (9) @ Cleveland Guardians (9),https://www.baseball-reference.com/teams/DET/2023.shtml
"Wednesday, May 10, 2023",Chicago White Sox (9) @ Kansas City Royals (8),https://www.baseball-reference.com/teams/CHW/2023.shtml
"Wednesday, May 10, 2023",Los Angeles Dodgers (4) @ Milwaukee Brewers (4),https://www.baseball-reference.com/teams/LAD/2023.shtml
"Wednesday, May 10, 2023",San Diego Padres (4) @ Minnesota Twins (11),https://www.baseball-reference.com/teams/SDP/2023.shtml
"Wednesday, May 10, 2023",Oakland Athletics (11) @ New York Yankees (2),https://www.baseball-reference.com/teams/OAK/2023.shtml
"Wednesday, May 10, 2023",Toronto Blue Jays (2) @ Philadelphia Phillies (4),https://www.baseball-reference.com/teams/TOR/2023.shtml
"Wednesday, May 10, 2023",Colorado Rockies (4) @ Pittsburgh Pirates (4),https://www.baseball-reference.com/teams/COL/2023.shtml
"Wednesday, May 10, 2023",Texas Rangers (11) @ Seattle Mariners (11),https://www.baseball-reference.com/teams/TEX/2023.shtml
"Wednesday, May 10, 2023",Washington Nationals (6) @ San Francisco Giants (6),https://www.baseball-reference.com/teams/WSN/2023.shtml
"Thursday, May 11, 2023",San Francisco Giants (5) @ Arizona D'Backs (5),https://www.baseball-reference.com/teams/SFG/2023.shtml
"Thursday, May 11, 2023",New York Mets (5) @ Cincinnati Reds (4),https://www.baseball-reference.com/teams/NYM/2023.shtml
"Thursday, May 11, 2023",Chicago White Sox (4) @ Kansas City Royals (5),https://www.baseball-reference.com/teams/CHW/2023.shtml
"Thursday, May 11, 2023",San Diego Padres (5) @ Minnesota Twins (8),https://www.baseball-reference.com/teams/SDP/2023.shtml
"Thursday, May 11, 2023",Tampa Bay Rays (4) @ New York Yankees (4),https://www.baseball-reference.com/teams/TBR/2023.shtml
"Thursday, May 11, 2023",Texas Rangers (7) @ Oakland Athletics (7),https://www.baseball-reference.com/teams/TEX/2023.shtml
"Friday, May 12, 2023",San Francisco Giants (7) @ Arizona D'Backs (6),https://www.baseball-reference.com/teams/SFG/2023.shtml
"Friday, May 12, 2023",Pittsburgh Pirates (6) @ Baltimore Orioles (8),https://www.baseball-reference.com/teams/PIT/2023.shtml
"Friday, May 12, 2023",St. Louis Cardinals (5) @ Boston Red Sox (5),https://www.baseball-reference.com/teams/STL/2023.shtml
"Friday, May 12, 2023",Houston Astros (5) @ Chicago White Sox (5),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Friday, May 12, 2023",Los Angeles Angels (6) @ Cleveland Guardians (6),https://www.baseball-reference.com/teams/LAA/2023.shtml
"Friday, May 12, 2023",Philadelphia Phillies (9) @ Colorado Rockies (9),https://www.baseball-reference.com/teams/PHI/2023.shtml
"Friday, May 12, 2023",Seattle Mariners (4) @ Detroit Tigers (4),https://www.baseball-reference.com/teams/SEA/2023.shtml
"Friday, May 12, 2023",San Diego Padres (4) @ Los Angeles Dodgers (7),https://www.baseball-reference.com/teams/SDP/2023.shtml
"Friday, May 12, 2023",Cincinnati Reds (5) @ Miami Marlins (5),https://www.baseball-reference.com/teams/CIN/2023.shtml
"Friday, May 12, 2023",Kansas City Royals (5) @ Milwaukee Brewers (6),https://www.baseball-reference.com/teams/KCR/2023.shtml
"Friday, May 12, 2023",Chicago Cubs (6) @ Minnesota Twins (6),https://www.baseball-reference.com/teams/CHC/2023.shtml
"Friday, May 12, 2023",Tampa Bay Rays (6) @ New York Yankees (9),https://www.baseball-reference.com/teams/TBR/2023.shtml
"Friday, May 12, 2023",Texas Rangers (9) @ Oakland Athletics (3),https://www.baseball-reference.com/teams/TEX/2023.shtml
"Friday, May 12, 2023",Atlanta Braves (3) @ Toronto Blue Jays (3),https://www.baseball-reference.com/teams/ATL/2023.shtml
"Friday, May 12, 2023",New York Mets (7) @ Washington Nationals (7),https://www.baseball-reference.com/teams/NYM/2023.shtml
"Saturday, May 13, 2023",San Francisco Giants (7) @ Arizona D'Backs (2),https://www.baseball-reference.com/teams/SFG/2023.shtml
"Saturday, May 13, 2023",Pittsburgh Pirates (2) @ Baltimore Orioles (4),https://www.baseball-reference.com/teams/PIT/2023.shtml
"Saturday, May 13, 2023",St. Louis Cardinals (3) @ Boston Red Sox (3),https://www.baseball-reference.com/teams/STL/2023.shtml
"Saturday, May 13, 2023",Houston Astros (3) @ Chicago White Sox (8),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Saturday, May 13, 2023",Los Angeles Angels (8) @ Cleveland Guardians (7),https://www.baseball-reference.com/teams/LAA/2023.shtml
"Saturday, May 13, 2023",Philadelphia Phillies (5) @ Colorado Rockies (5),https://www.baseball-reference.com/teams/PHI/2023.shtml
"Saturday, May 13, 2023",Seattle Mariners (4) @ Detroit Tigers (4),https://www.baseball-reference.com/teams/SEA/2023.shtml
"Saturday, May 13, 2023",San Diego Padres (4) @ Los Angeles Dodgers (6),https://www.baseball-reference.com/teams/SDP/2023.shtml
"Saturday, May 13, 2023",Cincinnati Reds (4) @ Miami Marlins (4),https://www.baseball-reference.com/teams/CIN/2023.shtml
"Saturday, May 13, 2023",Kansas City Royals (4) @ Milwaukee Brewers (11),https://www.baseball-reference.com/teams/KCR/2023.shtml
"Saturday, May 13, 2023",Chicago Cubs (11) @ Minnesota Twins (9),https://www.baseball-reference.com/teams/CHC/2023.shtml
"Saturday, May 13, 2023",Tampa Bay Rays (9) @ New York Yankees (5),https://www.baseball-reference.com/teams/TBR/2023.shtml
"Saturday, May 13, 2023",Texas Rangers (5) @ Oakland Athletics (5),https://www.baseball-reference.com/teams/TEX/2023.shtml
"Saturday, May 13, 2023",Atlanta Braves (5) @ Toronto Blue Jays (3),https://www.baseball-reference.com/teams/ATL/2023.shtml
"Saturday, May 13, 2023",New York Mets (3) @ Washington Nationals (2),https://www.baseball-reference.com/teams/NYM/2023.shtml
"Sunday, May 14, 2023",San Francisco Giants (2) @ Arizona D'Backs (4),https://www.baseball-reference.com/teams/SFG/2023.shtml
"Sunday, May 14, 2023",Pittsburgh Pirates (9) @ Baltimore Orioles (9),https://www.baseball-reference.com/teams/PIT/2023.shtml
"Sunday, May 14, 2023",St. Louis Cardinals (4) @ Boston Red Sox (4),https://www.baseball-reference.com/teams/STL/2023.shtml
"Sunday, May 14, 2023",Houston Astros (4) @ Chicago White Sox (4),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Sunday, May 14, 2023",Los Angeles Angels (4) @ Cleveland Guardians (4),https://www.baseball-reference.com/teams/LAA/2023.shtml
"Sunday, May 14, 2023",Philadelphia Phillies (4) @ Colorado Rockies (5),https://www.baseball-reference.com/teams/PHI/2023.shtml
"Sunday, May 14, 2023",Seattle Mariners (5) @ Detroit Tigers (4),https://www.baseball-reference.com/teams/SEA/2023.shtml
"Sunday, May 14, 2023",San Diego Padres (4) @ Los Angeles Dodgers (3),https://www.baseball-reference.com/teams/SDP/2023.shtml
"Sunday, May 14, 2023",Cincinnati Reds (3) @ Miami Marlins (9),https://www.baseball-reference.com/teams/CIN/2023.shtml
"Sunday, May 14, 2023",Kansas City Royals (9) @ Milwaukee Brewers (16),https://www.baseball-reference.com/teams/KCR/2023.shtml
"Sunday, May 14, 2023",Chicago Cubs (16) @ Minnesota Twins (8),https://www.baseball-reference.com/teams/CHC/2023.shtml
"Sunday, May 14, 2023",Tampa Bay Rays (11) @ New York Yankees (11),https://www.baseball-reference.com/teams/TBR/2023.shtml
"Sunday, May 14, 2023",Texas Rangers (6) @ Oakland Athletics (6),https://www.baseball-reference.com/teams/TEX/2023.shtml
"Sunday, May 14, 2023",Atlanta Braves (6) @ Toronto Blue Jays (8),https://www.baseball-reference.com/teams/ATL/2023.shtml
"Sunday, May 14, 2023",New York Mets (9) @ Washington Nationals (9),https://www.baseball-reference.com/teams/NYM/2023.shtml
"Monday, May 15, 2023",Los Angeles Angels (10) @ Baltimore Orioles (10),https://www.baseball-reference.com/teams/LAA/2023.shtml
"Monday, May 15, 2023",Seattle Mariners (9) @ Boston Red Sox (9),https://www.baseball-reference.com/teams/SEA/2023.shtml
"Monday, May 15, 2023",Cincinnati Reds (9) @ Colorado Rockies (6),https://www.baseball-reference.com/teams/CIN/2023.shtml
"Monday, May 15, 2023",Chicago Cubs (6) @ Houston Astros (9),https://www.baseball-reference.com/teams/CHC/2023.shtml
"Monday, May 15, 2023",Minnesota Twins (9) @ Los Angeles Dodgers (5),https://www.baseball-reference.com/teams/MIN/2023.shtml
"Monday, May 15, 2023",Arizona D'Backs (4) @ Oakland Athletics (4),https://www.baseball-reference.com/teams/ARI/2023.shtml
"Monday, May 15, 2023",Kansas City Royals (4) @ San Diego Padres (6),https://www.baseball-reference.com/teams/KCR/2023.shtml
"Monday, May 15, 2023",Philadelphia Phillies (6) @ San Francisco Giants (18),https://www.baseball-reference.com/teams/PHI/2023.shtml
"Monday, May 15, 2023",Milwaukee Brewers (18) @ St. Louis Cardinals (12),https://www.baseball-reference.com/teams/MIL/2023.shtml
"Monday, May 15, 2023",Atlanta Braves (7) @ Texas Rangers (7),https://www.baseball-reference.com/teams/ATL/2023.shtml
"Monday, May 15, 2023",New York Yankees (10) @ Toronto Blue Jays (10),https://www.baseball-reference.com/teams/NYY/2023.shtml
"Monday, May 15, 2023",New York Mets (10) @ Washington Nationals (7),https://www.baseball-reference.com/teams/NYM/2023.shtml
"Tuesday, May 16, 2023",Los Angeles Angels (7) @ Baltimore Orioles (9),https://www.baseball-reference.com/teams/LAA/2023.shtml
"Tuesday, May 16, 2023",Seattle Mariners (9) @ Boston Red Sox (8),https://www.baseball-reference.com/teams/SEA/2023.shtml
"Tuesday, May 16, 2023",Cleveland Guardians (8) @ Chicago White Sox (3),https://www.baseball-reference.com/teams/CLE/2023.shtml
"Tuesday, May 16, 2023",Cincinnati Reds (4) @ Colorado Rockies (4),https://www.baseball-reference.com/teams/CIN/2023.shtml
"Tuesday, May 16, 2023",Pittsburgh Pirates (4) @ Detroit Tigers (7),https://www.baseball-reference.com/teams/PIT/2023.shtml
"Tuesday, May 16, 2023",Chicago Cubs (7) @ Houston Astros (5),https://www.baseball-reference.com/teams/CHC/2023.shtml
"Tuesday, May 16, 2023",Minnesota Twins (5) @ Los Angeles Dodgers (5),https://www.baseball-reference.com/teams/MIN/2023.shtml
"Tuesday, May 16, 2023",Washington Nationals (5) @ Miami Marlins (8),https://www.baseball-reference.com/teams/WSN/2023.shtml
"Tuesday, May 16, 2023",Tampa Bay Rays (9) @ New York Mets (9),https://www.baseball-reference.com/teams/TBR/2023.shtml
"Tuesday, May 16, 2023",Arizona D'Backs (9) @ Oakland Athletics (5),https://www.baseball-reference.com/teams/ARI/2023.shtml
"Tuesday, May 16, 2023",Kansas City Royals (4) @ San Diego Padres (4),https://www.baseball-reference.com/teams/KCR/2023.shtml
"Tuesday, May 16, 2023",Philadelphia Phillies (4) @ San Francisco Giants (3),https://www.baseball-reference.com/teams/PHI/2023.shtml
"Tuesday, May 16, 2023",Milwaukee Brewers (7) @ St. Louis Cardinals (7),https://www.baseball-reference.com/teams/MIL/2023.shtml
"Tuesday, May 16, 2023",Atlanta Braves (7) @ Texas Rangers (6),https://www.baseball-reference.com/teams/ATL/2023.shtml
"Tuesday, May 16, 2023",New York Yankees (3) @ Toronto Blue Jays (3),https://www.baseball-reference.com/teams/NYY/2023.shtml
"Wednesday, May 17, 2023",Los Angeles Angels (3) @ Baltimore Orioles (12),https://www.baseball-reference.com/teams/LAA/2023.shtml
"Wednesday, May 17, 2023",Seattle Mariners (12) @ Boston Red Sox (7),https://www.baseball-reference.com/teams/SEA/2023.shtml
"Wednesday, May 17, 2023",Cleveland Guardians (7) @ Chicago White Sox (11),https://www.baseball-reference.com/teams/CLE/2023.shtml
"Wednesday, May 17, 2023",Cincinnati Reds (11) @ Colorado Rockies (8),https://www.baseball-reference.com/teams/CIN/2023.shtml
"Wednesday, May 17, 2023",Pittsburgh Pirates (7) @ Detroit Tigers (7),https://www.baseball-reference.com/teams/PIT/2023.shtml
"Wednesday, May 17, 2023",Chicago Cubs (7) @ Houston Astros (7),https://www.baseball-reference.com/teams/CHC/2023.shtml
"Wednesday, May 17, 2023",Minnesota Twins (7) @ Los Angeles Dodgers (4),https://www.baseball-reference.com/teams/MIN/2023.shtml
"Wednesday, May 17, 2023",Washington Nationals (4) @ Miami Marlins (8),https://www.baseball-reference.com/teams/WSN/2023.shtml
"Wednesday, May 17, 2023",Tampa Bay Rays (8) @ New York Mets (5),https://www.baseball-reference.com/teams/TBR/2023.shtml
"Wednesday, May 17, 2023",Arizona D'Backs (4) @ Oakland Athletics (4),https://www.baseball-reference.com/teams/ARI/2023.shtml
"Wednesday, May 17, 2023",Kansas City Royals (7) @ San Diego Padres (7),https://www.baseball-reference.com/teams/KCR/2023.shtml
"Wednesday, May 17, 2023",Philadelphia Phillies (7) @ San Francisco Giants (3),https://www.baseball-reference.com/teams/PHI/2023.shtml
"Wednesday, May 17, 2023",Milwaukee Brewers (3) @ St. Louis Cardinals (6),https://www.baseball-reference.com/teams/MIL/2023.shtml
"Wednesday, May 17, 2023",Atlanta Braves (3) @ Texas Rangers (3),https://www.baseball-reference.com/teams/ATL/2023.shtml
"Wednesday, May 17, 2023",New York Yankees (3) @ Toronto Blue Jays (6),https://www.baseball-reference.com/teams/NYY/2023.shtml
"Thursday, May 18, 2023",Los Angeles Angels (3) @ Baltimore Orioles (3),https://www.baseball-reference.com/teams/LAA/2023.shtml
"Thursday, May 18, 2023",Cleveland Guardians (5) @ Chicago White Sox (5),https://www.baseball-reference.com/teams/CLE/2023.shtml
"Thursday, May 18, 2023",Washington Nationals (5) @ Miami Marlins (3),https://www.baseball-reference.com/teams/WSN/2023.shtml
"Thursday, May 18, 2023",Tampa Bay Rays (3) @ New York Mets (16),https://www.baseball-reference.com/teams/TBR/2023.shtml
"Thursday, May 18, 2023",Los Angeles Dodgers (16) @ St. Louis Cardinals (4),https://www.baseball-reference.com/teams/LAD/2023.shtml
"Thursday, May 18, 2023",New York Yankees (5) @ Toronto Blue Jays (5),https://www.baseball-reference.com/teams/NYY/2023.shtml
"Friday, May 19, 2023",Minnesota Twins (5) @ Los Angeles Angels (6),https://www.baseball-reference.com/teams/MIN/2023.shtml
"Friday, May 19, 2023",Seattle Mariners (6) @ Atlanta Braves (2),https://www.baseball-reference.com/teams/SEA/2023.shtml
"Friday, May 19, 2023",Kansas City Royals (2) @ Chicago White Sox (6),https://www.baseball-reference.com/teams/KCR/2023.shtml
"Friday, May 19, 2023",New York Yankees (5) @ Cincinnati Reds (5),https://www.baseball-reference.com/teams/NYY/2023.shtml
"Friday, May 19, 2023",Oakland Athletics (5) @ Houston Astros (10),https://www.baseball-reference.com/teams/OAK/2023.shtml
"Friday, May 19, 2023",Cleveland Guardians (10) @ New York Mets (10),https://www.baseball-reference.com/teams/CLE/2023.shtml
"Friday, May 19, 2023",Chicago Cubs (13) @ Philadelphia Phillies (13),https://www.baseball-reference.com/teams/CHC/2023.shtml
"Friday, May 19, 2023",Arizona D'Backs (13) @ Pittsburgh Pirates (6),https://www.baseball-reference.com/teams/ARI/2023.shtml
"Friday, May 19, 2023",Boston Red Sox (4) @ San Diego Padres (4),https://www.baseball-reference.com/teams/BOS/2023.shtml
"Friday, May 19, 2023",Miami Marlins (4) @ San Francisco Giants (5),https://www.baseball-reference.com/teams/MIA/2023.shtml
"Friday, May 19, 2023",Los Angeles Dodgers (1) @ St. Louis Cardinals (1),https://www.baseball-reference.com/teams/LAD/2023.shtml
"Friday, May 19, 2023",Milwaukee Brewers (1) @ Tampa Bay Rays (7),https://www.baseball-reference.com/teams/MIL/2023.shtml
"Friday, May 19, 2023",Colorado Rockies (7) @ Texas Rangers (6),https://www.baseball-reference.com/teams/COL/2023.shtml
"Friday, May 19, 2023",Baltimore Orioles (8) @ Toronto Blue Jays (8),https://www.baseball-reference.com/teams/BAL/2023.shtml
"Friday, May 19, 2023",Detroit Tigers (6) @ Washington Nationals (6),https://www.baseball-reference.com/teams/DET/2023.shtml
"Saturday, May 20, 2023",Minnesota Twins (7) @ Los Angeles Angels (7),https://www.baseball-reference.com/teams/MIN/2023.shtml
"Saturday, May 20, 2023",Seattle Mariners (5) @ Atlanta Braves (5),https://www.baseball-reference.com/teams/SEA/2023.shtml
"Saturday, May 20, 2023",Kansas City Royals (5) @ Chicago White Sox (7),https://www.baseball-reference.com/teams/KCR/2023.shtml
"Saturday, May 20, 2023",New York Yankees (3) @ Cincinnati Reds (3),https://www.baseball-reference.com/teams/NYY/2023.shtml
"Saturday, May 20, 2023",Oakland Athletics (3) @ Houston Astros (12),https://www.baseball-reference.com/teams/OAK/2023.shtml
"Saturday, May 20, 2023",Chicago Cubs (12) @ Philadelphia Phillies (4),https://www.baseball-reference.com/teams/CHC/2023.shtml
"Saturday, May 20, 2023",Arizona D'Backs (4) @ Pittsburgh Pirates (4),https://www.baseball-reference.com/teams/ARI/2023.shtml
"Saturday, May 20, 2023",Boston Red Sox (1) @ San Diego Padres (1),https://www.baseball-reference.com/teams/BOS/2023.shtml
"Saturday, May 20, 2023",Miami Marlins (6) @ San Francisco Giants (6),https://www.baseball-reference.com/teams/MIA/2023.shtml
"Saturday, May 20, 2023",Los Angeles Dodgers (6) @ St. Louis Cardinals (8),https://www.baseball-reference.com/teams/LAD/2023.shtml
"Saturday, May 20, 2023",Milwaukee Brewers (8) @ Tampa Bay Rays (11),https://www.baseball-reference.com/teams/MIL/2023.shtml
"Saturday, May 20, 2023",Colorado Rockies (11) @ Texas Rangers (6),https://www.baseball-reference.com/teams/COL/2023.shtml
"Saturday, May 20, 2023",Baltimore Orioles (5) @ Toronto Blue Jays (5),https://www.baseball-reference.com/teams/BAL/2023.shtml
